15.71,24.43,18.23,22.5,12.53,9.94,7.19,41.13,79.03,119.32,-12.1,-89.71,-52.26,20.01,19.92,42.81,18.78,-0.75,-1.08,5.09
26.39,31.09,19.78,2.56,12.95,15.54,3.97,2.42,0.31,-5.1,-7.52,-7.69,1.61,4.46,10.97,15.15,6,-0.9,-3.22,-8.54
6.76,-0.83,4.67,11.68,0.82,8.54,24.51,28.91,44.94,11.16,11.08,15.75,-0.31,20.99,6.5,10.45,-3.51,23.42,17.99,
